canonical_url,http_status,title,description,h1_count,og_image,robots,schema_types
https://www.zyenereviews.com/blog,200,"Blog, Review Management & Local SEO for Local Businesses | Zyene Reviews","Practical guides on Google reviews, local SEO, responding to reviews, and reputation management. Written for local business owners who want to grow.",1,https://www.zyenereviews.com/og/og-default.png,,WebSite; BreadcrumbList
https://www.zyenereviews.com/blog/how-to-get-50-google-reviews-in-30-days,200,How to Get 50 Google Reviews in 30 Days | Zyene Reviews,"A step-by-step playbook for getting 50 Google reviews in 30 days. Includes request scripts, channel selection, a planning example, and automation tips.",1,https://www.zyenereviews.com/images/blog/covers/google-review-request-playbook.webp,,WebSite; Article; FAQPage; BreadcrumbList
https://www.zyenereviews.com/blog/why-google-reviews-matter-in-2026,200,Why Google Reviews Matter More Than Ever in 2026 | Zyene Reviews,"Google Reviews in 2026: how they support local search visibility, customer trust, and better reputation operations for local businesses.",1,https://www.zyenereviews.com/images/blog/covers/why-google-reviews-matter.webp,,WebSite; Article; FAQPage; BreadcrumbList
https://www.zyenereviews.com/blog/birdeye-pricing-breakdown-2026,200,Birdeye vs Zyene Reviews Pricing 2026 | Zyene Reviews,"Honest Birdeye vs Zyene Reviews: pricing, contracts, strengths, and comparison tables for local businesses. Confirm Birdeye pricing with the vendor.",1,https://www.zyenereviews.com/images/blog/covers/review-software-pricing-comparison.webp,,WebSite; Article; FAQPage; BreadcrumbList
https://www.zyenereviews.com/blog/birdeye-alternatives-for-local-businesses,200,5 Cheaper Birdeye Alternatives for Local Businesses (2026) | Zyene Reviews,"The 5 best Birdeye alternatives for local businesses in 2026. Compare pricing, features, and fit for owner-operators looking for affordable review management.",1,https://www.zyenereviews.com/images/blog/covers/birdeye-alternatives-cost-comparison.webp,,WebSite; Article; FAQPage; BreadcrumbList
https://www.zyenereviews.com/blog/how-to-respond-to-a-1-star-review,200,How to Respond to a 1-Star Google Review (5 Templates) | Zyene Reviews,Proven 5-step framework and 5 ready-to-use templates for responding to 1-star Google reviews. Turn bad reviews into trust signals for new customers.,1,https://www.zyenereviews.com/images/blog/covers/responding-to-one-star-review.webp,,WebSite; Article; FAQPage; BreadcrumbList
https://www.zyenereviews.com/blog/ai-reply-mistakes-to-avoid,200,5 AI Reply Mistakes to Avoid for Google Reviews | Zyene Reviews,Using AI to respond to reviews? Avoid these 5 common mistakes that make AI replies backfire. Learn how to use AI reply tools correctly for Google reviews.,1,https://www.zyenereviews.com/images/blog/covers/ai-review-reply-oversight.webp,,WebSite; Article; FAQPage; BreadcrumbList
https://www.zyenereviews.com/blog/google-business-profile-optimization-checklist,200,Google Business Profile Optimization Checklist 2026 | Zyene Reviews,"Google Business Profile optimization checklist for 2026: 30+ steps to improve profile completeness, visibility fundamentals, and customer actions.",1,https://www.zyenereviews.com/images/blog/covers/google-business-profile-audit.webp,,WebSite; Article; FAQPage; BreadcrumbList
https://www.zyenereviews.com/blog/how-reviews-impact-local-map-pack-ranking,200,How Google Reviews Impact Local Map Pack Ranking | Zyene Reviews,"Learn how Google reviews relate to local Map Pack visibility, which factors Google documents, and which common ranking claims remain unverified.",1,https://www.zyenereviews.com/images/blog/covers/local-map-pack-visibility.webp,,WebSite; Article; FAQPage; BreadcrumbList
https://www.zyenereviews.com/blog/restaurant-owners-guide-to-google-reviews,200,Restaurant Owner's Guide to Google Reviews 2026 | Zyene Reviews,"The complete Google review guide for restaurant owners. How to get more reviews, respond to complaints, protect your rating, and track competitors in 2026.",1,https://www.zyenereviews.com/images/blog/covers/restaurant-review-management.webp,,WebSite; Article; FAQPage; BreadcrumbList
https://www.zyenereviews.com/blog/dental-practice-reputation-management-2026,200,Dental Practice Reputation Management Guide 2026 | Zyene Reviews,"2026 reputation guide for dental practices: HIPAA-aware review responses, more patient reviews, and protecting your practice from negative feedback.",1,https://www.zyenereviews.com/images/blog/covers/dental-practice-reputation.webp,,WebSite; Article; FAQPage; BreadcrumbList
https://www.zyenereviews.com/blog/true-cost-of-bad-online-reputation,200,True Cost of Bad Online Reputation (Local Business) | Zyene Reviews,"Calculate the real revenue cost of a bad online reputation. Lost customers, higher ad costs, and compounding effects explained for local business owners.",1,https://www.zyenereviews.com/images/blog/covers/online-reputation-business-impact.webp,,WebSite; Article; FAQPage; BreadcrumbList
https://www.zyenereviews.com/blog/how-to-handle-fake-google-reviews,200,How to Handle Fake Google Reviews: Step-by-Step Guide | Zyene Reviews,"How to handle fake Google reviews: identify, flag, report, and respond to suspicious reviews while protecting your rating during Google's review.",1,https://www.zyenereviews.com/images/blog/covers/fake-review-evidence.webp,,WebSite; Article; FAQPage; BreadcrumbList
https://www.zyenereviews.com/blog/negative-feedback-shield,200,Negative Feedback Shield Explained | Zyene Reviews,"Negative Feedback Shield: capture private feedback early, respond fast, and configure a rating-based feedback path for service recovery.",1,https://www.zyenereviews.com/images/blog/covers/private-feedback-service-recovery.webp,,WebSite; Article; FAQPage; BreadcrumbList
https://www.zyenereviews.com/blog/ai-visibility-audit-local-businesses,200,AI Visibility Audit for Local Businesses (2026) | Zyene Reviews,"Run an AI visibility audit: brand mentions in ChatGPT, Perplexity, Gemini, and Google AI Overviews plus local SEO, reviews, and structured data checks.",1,https://www.zyenereviews.com/images/blog/covers/ai-visibility-audit.webp,,WebSite; Article; FAQPage; BreadcrumbList
https://www.zyenereviews.com/blog/how-to-respond-to-a-positive-review,200,How to Respond to Positive Google Reviews (15 Examples) | Zyene Reviews,Responding to positive Google reviews builds customer loyalty and local SEO. Use these 15 templates to craft perfect review responses in seconds.,1,https://www.zyenereviews.com/images/blog/covers/positive-google-review-response.webp,,WebSite; Article; FAQPage; BreadcrumbList
https://www.zyenereviews.com/blog/how-to-get-a-google-review-link,200,How to Get a Google Review Link for Your Business (2026) | Zyene Reviews,"Find your Google review link using Google Search or a Place ID. Follow the steps, create a QR code, and help customers leave a review.",1,https://www.zyenereviews.com/images/blog/google_review_link.jpg,,WebSite; Article; FAQPage; BreadcrumbList
https://www.zyenereviews.com/blog/can-you-delete-a-google-review,200,Can You Delete or Remove a Google Review? (2026 Guide) | Zyene Reviews,"Learn when Google will remove a review, how to report policy violations, appeal a rejected report, and respond to legitimate negative feedback.",1,https://www.zyenereviews.com/images/blog/covers/delete-google-review-hero.webp,,WebSite; Article; FAQPage; BreadcrumbList
https://www.zyenereviews.com/resources,200,"Resources, Free Guides for Local Business Owners | Zyene Reviews","Free, in-depth guides on Google reviews, local SEO, review request templates, and reputation management. Everything a local business owner needs in one place.",1,https://www.zyenereviews.com/og/og-default.png,,WebSite; BreadcrumbList
https://www.zyenereviews.com/resources/google-reviews-guide,200,Google Reviews Guide for Local Businesses (2026) | Zyene Reviews,"The Google Reviews guide for local businesses: collection strategy, response best practices, ranking impact, and reputation protection in one place.",1,https://www.zyenereviews.com/og/og-default.png,,WebSite; FAQPage; BreadcrumbList
https://www.zyenereviews.com/resources/negative-review-templates,200,20+ Negative Review Response Templates (Google Reviews) | Zyene Reviews,Ready-to-use templates for responding to any negative Google review. 20+ templates organized by complaint type with customization instructions.,1,https://www.zyenereviews.com/og/og-default.png,,WebSite; FAQPage; BreadcrumbList
https://www.zyenereviews.com/resources/local-seo-checklist,200,Local SEO Checklist for 2026 (40+ Action Items) | Zyene Reviews,"Local SEO checklist for 2026: 40+ action items for Google Business Profile, citations, reviews, on-page SEO, and links - built for local business owners.",1,https://www.zyenereviews.com/og/og-default.png,,WebSite; FAQPage; HowTo; BreadcrumbList
https://www.zyenereviews.com/resources/review-request-templates,200,20 Review Request Templates (SMS & Email) | Zyene Reviews,"Free review request templates: SMS, email, restaurant, dental, HVAC, reminders, and compliant outreach - plus how Zyene Reviews automates campaigns.",1,https://www.zyenereviews.com/og/og-default.png,,WebSite; FAQPage; HowTo; BreadcrumbList
https://www.zyenereviews.com/help,200,Help Center | Zyene Reviews,"Find guides and answers to common questions about Zyene Reviews. Getting started, reviews, campaigns, analytics, billing, and integrations.",1,https://www.zyenereviews.com/og/og-default.png,,WebSite; BreadcrumbList
https://www.zyenereviews.com/help/getting-started,200,Getting Started - Help Center | Zyene Reviews,"Set up Zyene Reviews, connect Google Business Profile, send your first review request, and learn the dashboard in minutes.",1,https://www.zyenereviews.com/og/og-default.png,,WebSite; BreadcrumbList
https://www.zyenereviews.com/help/reviews,200,Reviews - Help Center | Zyene Reviews,"Monitor your unified review inbox, publish AI replies, configure automatic Google replies, and export reviews for reporting.",1,https://www.zyenereviews.com/og/og-default.png,,WebSite; BreadcrumbList
https://www.zyenereviews.com/help/campaigns,200,Campaigns - Help Center | Zyene Reviews,"Create SMS and email review request campaigns, customize templates, schedule follow-ups, and improve conversion rates.",1,https://www.zyenereviews.com/og/og-default.png,,WebSite; BreadcrumbList
https://www.zyenereviews.com/help/analytics,200,Analytics - Help Center | Zyene Reviews,"Understand dashboard metrics, read the review request funnel, export CSV data, and share PDF performance reports.",1,https://www.zyenereviews.com/og/og-default.png,,WebSite; BreadcrumbList
https://www.zyenereviews.com/help/billing,200,Billing - Help Center | Zyene Reviews,"Compare plans, upgrade or downgrade, understand SMS credits and usage limits, and manage your subscription billing.",1,https://www.zyenereviews.com/og/og-default.png,,WebSite; BreadcrumbList
https://www.zyenereviews.com/help/integrations,200,Integrations - Help Center | Zyene Reviews,"Connect Google, Zapier, and the REST API, embed review widgets on your site, and automate review requests from your stack.",1,https://www.zyenereviews.com/og/og-default.png,,WebSite; BreadcrumbList
https://www.zyenereviews.com/help/getting-started/creating-your-account,200,Creating Your Account - Getting Started | Zyene Reviews,"How to sign up for Zyene Reviews, choose your plan, connect your business, and get started in under five minutes.",1,https://www.zyenereviews.com/og/og-default.png,,WebSite; BreadcrumbList
https://www.zyenereviews.com/help/getting-started/connecting-google-business-profile,200,Connecting Your Google Business Profile - Getting Started | Zyene Reviews,Connect your Google Business Profile to Zyene so new reviews sync to your inbox and you can publish responses in one click.,1,https://www.zyenereviews.com/og/og-default.png,,WebSite; FAQPage; BreadcrumbList
https://www.zyenereviews.com/help/getting-started/sending-your-first-review-request,200,Sending Your First Review Request - Getting Started | Zyene Reviews,Create and send your first review request manually or with an automated SMS or email campaign - step-by-step setup guide.,1,https://www.zyenereviews.com/og/og-default.png,,WebSite; BreadcrumbList
https://www.zyenereviews.com/help/getting-started/understanding-your-dashboard,200,Understanding Your Dashboard - Getting Started | Zyene Reviews,An overview of every section of the Zyene Reviews dashboard - what each metric means and where to find what you need.,1,https://www.zyenereviews.com/og/og-default.png,,WebSite; BreadcrumbList
https://www.zyenereviews.com/help/reviews/reading-your-review-inbox,200,Reading and Managing Your Review Inbox - Reviews | Zyene Reviews,"How to use the Zyene review inbox - filtering, sorting, marking as reviewed, and managing reviews across multiple platforms.",1,https://www.zyenereviews.com/og/og-default.png,,WebSite; BreadcrumbList
https://www.zyenereviews.com/help/reviews/using-ai-replies,200,Using AI Reply Suggestions - Reviews | Zyene Reviews,"Generate a business reply, choose your tone, edit the draft, and publish it to Google from your review inbox.",1,https://www.zyenereviews.com/og/og-default.png,,WebSite; FAQPage; BreadcrumbList
https://www.zyenereviews.com/help/reviews/setting-up-auto-commenter,200,Setting Up Automatic Google Replies - Reviews | Zyene Reviews,"Set up automatic Google replies: choose a star-rating threshold and tone, then enable publishing for your selected business.",1,https://www.zyenereviews.com/og/og-default.png,,WebSite; FAQPage; BreadcrumbList
https://www.zyenereviews.com/help/reviews/exporting-reviews,200,Exporting Your Reviews - Reviews | Zyene Reviews,"Export your Zyene reviews to CSV for reporting, analysis, or importing into spreadsheets and other business tools.",1,https://www.zyenereviews.com/og/og-default.png,,WebSite; FAQPage; BreadcrumbList
https://www.zyenereviews.com/help/campaigns/creating-a-review-request-campaign,200,Creating a Review Request Campaign - Campaigns | Zyene Reviews,"How to set up a review request campaign in Zyene - from choosing your audience to configuring timing, message, and channel.",1,https://www.zyenereviews.com/og/og-default.png,,WebSite; BreadcrumbList
https://www.zyenereviews.com/help/campaigns/sms-vs-email-campaigns,200,SMS vs. Email Campaigns: Which Should You Use? - Campaigns | Zyene Reviews,"Comparing SMS and email review requests - response rates, best use cases, and when to use both together.",1,https://www.zyenereviews.com/og/og-default.png,,WebSite; FAQPage; BreadcrumbList
https://www.zyenereviews.com/help/campaigns/campaign-templates,200,Campaign Message Templates - Campaigns | Zyene Reviews,"Use, customize, and create review request message templates in Zyene for SMS and email - tone, timing, and branding tips included.",1,https://www.zyenereviews.com/og/og-default.png,,WebSite; BreadcrumbList
https://www.zyenereviews.com/help/campaigns/follow-up-messages,200,Setting Up Follow-Up Messages - Campaigns | Zyene Reviews,Configure automatic follow-up review request messages for customers who did not respond to your first SMS or email request.,1,https://www.zyenereviews.com/og/og-default.png,,WebSite; BreadcrumbList
https://www.zyenereviews.com/help/analytics/understanding-your-analytics-dashboard,200,Understanding Your Analytics Dashboard - Analytics | Zyene Reviews,A full explanation of every metric in your Zyene analytics dashboard - what each number means and how to use it.,1,https://www.zyenereviews.com/og/og-default.png,,WebSite; BreadcrumbList
https://www.zyenereviews.com/help/analytics/reading-the-engagement-funnel,200,Reading the Review Request Engagement Funnel - Analytics | Zyene Reviews,How to interpret your review request funnel - from send to delivery to click to review - and identify where you're losing customers.,1,https://www.zyenereviews.com/og/og-default.png,,WebSite; BreadcrumbList
https://www.zyenereviews.com/help/analytics/generating-pdf-reports,200,Exporting Analytics Reports - Analytics | Zyene Reviews,Export analytics as CSV and understand which reporting options are available in your workspace.,1,https://www.zyenereviews.com/og/og-default.png,,WebSite; BreadcrumbList
https://www.zyenereviews.com/help/billing/plans-and-pricing,200,Plans and Pricing - Billing | Zyene Reviews,"Overview of Zyene subscription plans: what each tier includes, pricing, limits, and how to choose the right plan for your business.",1,https://www.zyenereviews.com/og/og-default.png,,WebSite; FAQPage; BreadcrumbList
https://www.zyenereviews.com/help/billing/upgrading-your-plan,200,Upgrading or Changing Your Plan - Billing | Zyene Reviews,Upgrade from your current Zyene plan to a higher tier or switch between monthly and annual billing without losing your data.,1,https://www.zyenereviews.com/og/og-default.png,,WebSite; FAQPage; BreadcrumbList
https://www.zyenereviews.com/help/billing/understanding-usage-limits,200,Understanding Usage Limits - Billing | Zyene Reviews,"How SMS credits, review request limits, and team member limits work in Zyene - and what happens when you reach them.",1,https://www.zyenereviews.com/og/og-default.png,,WebSite; FAQPage; BreadcrumbList
https://www.zyenereviews.com/help/billing/canceling-your-subscription,200,Canceling Your Subscription - Billing | Zyene Reviews,"How to cancel your Zyene subscription - what happens to your data, when billing stops, and how to reactivate if you change your mind.",1,https://www.zyenereviews.com/og/og-default.png,,WebSite; FAQPage; BreadcrumbList
https://www.zyenereviews.com/help/integrations/connecting-google,200,Connecting Your Google Account - Integrations | Zyene Reviews,How to connect your Google account to Zyene - for Google Business Profile review monitoring and response publishing.,1,https://www.zyenereviews.com/og/og-default.png,,WebSite; BreadcrumbList
https://www.zyenereviews.com/help/integrations/setting-up-zapier,200,Setting Up the Zapier Integration - Integrations | Zyene Reviews,"How to use Zapier's generic webhook to trigger Zyene review requests from a POS, booking system, or CRM.",1,https://www.zyenereviews.com/og/og-default.png,,WebSite; BreadcrumbList
https://www.zyenereviews.com/help/integrations/using-the-api,200,Using the Zyene REST API - Integrations | Zyene Reviews,"How to use Zyene's REST API - authentication, available endpoints, and code examples for triggering review requests programmatically.",1,https://www.zyenereviews.com/og/og-default.png,,WebSite; BreadcrumbList
https://www.zyenereviews.com/help/integrations/embedding-review-widgets,200,Embedding Review Widgets on Your Website - Integrations | Zyene Reviews,"Add a review carousel or star rating badge to your website with Zyene embeddable widgets - setup, styling, and placement tips.",1,https://www.zyenereviews.com/og/og-default.png,,WebSite; BreadcrumbList
https://www.zyenereviews.com/partners,200,"Partners, Agencies, POS, Zapier & More | Zyene Reviews","Partner with Zyene Reviews: agency referral program, POS marketplace integrations, Zapier automation, and local business association co-marketing.",1,https://www.zyenereviews.com/og/og-default.png,,WebSite; BreadcrumbList
https://www.zyenereviews.com/demo,200,Book a Review Management Demo | Zyene Reviews,"Book a walkthrough of review requests, AI-assisted Google replies, private feedback follow-up, and reporting for your local business or locations.",1,https://www.zyenereviews.com/og/og-default.png,,WebSite; BreadcrumbList
https://www.zyenereviews.com/enterprise,200,Enterprise Review Management for Multi-Location Teams | Zyene Reviews,"Coordinate review requests, private feedback follow-up, AI-assisted replies, and reporting with an Enterprise plan built around your business.",1,https://www.zyenereviews.com/og/og-default.png,,WebSite; BreadcrumbList
https://www.zyenereviews.com/agencies,200,Agency Review Management & White-Label Widgets | Zyene Reviews,Build a more consistent reputation service with branded review request flows and white-label review widgets for Enterprise client accounts.,1,https://www.zyenereviews.com/og/og-default.png,,WebSite; BreadcrumbList
https://www.zyenereviews.com/es/industries,200,"Industrias, Gestión de reseñas en español | Zyene Reviews","Páginas en español para restaurantes, clínicas, talleres, salones y más. Automatiza reseñas de Google con Zyene Reviews.",1,https://www.zyenereviews.com/og/og-default.png,,WebSite; BreadcrumbList
https://www.zyenereviews.com/es/industries/restaurantes,200,Gestión de reseñas para restaurantes | Zyene Reviews,"Automatiza solicitudes de reseñas en Google, responde con IA y protege tu reputación. Hecho para restaurantes independientes y cadenas locales.",1,https://www.zyenereviews.com/og/og-default.png,,WebSite; BreadcrumbList
https://www.zyenereviews.com/es/industries/dental,200,Software de reseñas para clínicas dentales | Zyene Reviews,"Clínicas dentales: reseñas de Google, respuestas con IA y escudo de feedback negativo con enfoque en privacidad. Desde $29.99/mes.",1,https://www.zyenereviews.com/og/og-default.png,,WebSite; BreadcrumbList
https://www.zyenereviews.com/es/industries/servicios-hogar,200,Reseñas para servicios del hogar | Zyene Reviews,"Fontanería, HVAC y electricidad: convierte trabajos terminados en reseñas de Google con solicitudes SMS y respuestas con IA.",1,https://www.zyenereviews.com/og/og-default.png,,WebSite; BreadcrumbList
https://www.zyenereviews.com/es/industries/salones,200,Gestión de reseñas para salones | Zyene Reviews,"Salones y spas: pide reseñas tras cada cita, responde con IA y muestra tus mejores comentarios en tu sitio web.",1,https://www.zyenereviews.com/og/og-default.png,,WebSite; BreadcrumbList
https://www.zyenereviews.com/es/industries/reparacion-automotriz,200,Reseñas para talleres y auto repair | Zyene Reviews,Convierte órdenes de trabajo completadas en reseñas de Google. Ideal para talleres independientes.,1,https://www.zyenereviews.com/og/og-default.png,,WebSite; BreadcrumbList
https://www.zyenereviews.com/es/industries/medicos,200,Reseñas para consultorios y clínicas | Zyene Reviews,"Consultorios médicos: gestión de reputación con privacidad, solicitudes éticas de reseñas y respuestas con tono clínico.",1,https://www.zyenereviews.com/og/og-default.png,,WebSite; BreadcrumbList
https://www.zyenereviews.com/es/industries/hoteles,200,Reseñas para hoteles y hospedaje | Zyene Reviews,"Hoteles: mejora tu puntuación en Google con solicitudes post-estancia, respuestas con IA y panel multi-propiedad.",1,https://www.zyenereviews.com/og/og-default.png,,WebSite; BreadcrumbList
https://www.zyenereviews.com/es/industries/gimnasios,200,Reseñas para gimnasios y estudios fitness | Zyene Reviews,"Gimnasios y estudios fitness: pide reseñas a nuevos miembros, responde con IA y compite con grandes cadenas locales.",1,https://www.zyenereviews.com/og/og-default.png,,WebSite; BreadcrumbList
https://www.zyenereviews.com/tools,200,Free Review Tools for Local Businesses | Zyene Reviews,"Free tools for local businesses: generate a Google review link, check your reputation score, and draft professional review responses. No signup required to try.",1,https://www.zyenereviews.com/og/og-default.png,,WebSite; BreadcrumbList
https://www.zyenereviews.com/tools/review-link-generator,200,Free Google Review Link Generator | Zyene Reviews,"Create a direct Google review link for your business in seconds. Free tool for local owners - find your listing, enter email, get a write-review URL.",1,https://www.zyenereviews.com/og/og-default.png,,WebSite
https://www.zyenereviews.com/tools/reputation-score-checker,200,Free Reputation Score Checker | Zyene Reviews,"Check your Google rating, review count, and estimated response rate in one free snapshot. See how your local reputation stacks up before you improve it.",1,https://www.zyenereviews.com/og/og-default.png,,WebSite
https://www.zyenereviews.com/tools/review-response-generator,200,Free Review Response Template Generator | Zyene Reviews,Paste any customer review and get a professional response draft instantly. Free generator for local businesses - unlock more templates with your email.,1,https://www.zyenereviews.com/og/og-default.png,,WebSite
